ngram,frequency,probability
्,140248,0.1149591673968693
 ,108474,0.08891449948810679
ा,90306,0.07402246428427983
त,71671,0.05874763623367905
।,69622,0.05706810188027518
र,67576,0.05539102658156152
म,51567,0.04226869106977896
ि,50133,0.04109326292786527
व,46912,0.038453057875491505
न,46717,0.03829321932062876
स,43572,0.03571531032040663
य,40926,0.03354642408365376
प,28854,0.02365118801030508
ु,28263,0.02316675423633647
ं,27545,0.022578220480482893
क,26787,0.02195689932876004
े,24462,0.02005113194385814
द,24051,0.019714241451301292
श,19768,0.016203531038598142
ष,16567,0.013579719684159016
ह,16262,0.013329715790655757
च,15990,0.013106761498744653
ो,14688,0.012039531763199591
ः,12896,0.01057065642825585
ी,12328,0.010105075406912075
भ,11737,0.009620641632943464
ग,11296,0.009259160593484653
ल,10856,0.008898499238922573
ज,10371,0.008500952064007554
ण,10106,0.008283735566373575
ध,8532,0.00699355153891741
ृ,8084,0.006626332705181474
थ,6892,0.0056492683082769325
ै,6775,0.005553365175359288
ू,5551,0.0045500708617593226
ब,5112,0.0041902291920939755
ौ,3241,0.0026565987503084066
ट,3021,0.002476268073027367
अ,2779,0.002277904328018223
ऽ,2564,0.0021016720752208436
घ,2450,0.002008227996993396
ङ,2293,0.001879537468206472
ञ,2254,0.001847569757233924
ख,2133,0.0017483878847293524
छ,1407,0.0011532966497019217
इ,1105,0.0009057518108888581
ठ,1026,0.0008409967040470302
ए,853,0.0006991912169123946
ड,787,0.0006450920137280827
आ,699,0.0005729597428156668
उ,677,0.0005549266750875629
फ,387,0.0003172180550352833
ढ,207,0.00016967477362352364
 ,194,0.00015901886996600765
ऋ,177,0.0001450842267215637
ऊ,51,4.1803929733331914e-05
़,35,2.868897138561994e-05
ऐ,27,2.2131492211763954e-05
झ,26,2.1311807315031957e-05
ई,23,1.885275262483596e-05
‌,20,1.6393697934639966e-05
औ,16,1.3114958347711972e-05
ळ,15,1.2295273450979974e-05
ओ,6,4.91810938039199e-06
ऱ,4,3.278739586927993e-06
ॄ,3,2.459054690195995e-06
॥,2,1.6393697934639965e-06
ॆ,1,8.196848967319983e-07
ॊ,1,8.196848967319983e-07
