ngram,frequency,probability
प्र,7059,0.0061223109186848874
म्।,5913,0.005128378589344629
्य ,5758,0.004993946206231418
क्ष,5608,0.00486385035160573
्या,5433,0.004712071854542427
ां ,5381,0.004666971958272188
त्र,4933,0.004278419005790133
स्त,4867,0.00422117682975483
स्य,4808,0.004170005793602059
 रा,4540,0.00393756786667083
न्त,4265,0.003699058799857068
्वा,4234,0.003672172323234426
ान्,4153,0.003601920561736554
 प्,4105,0.003560289888256334
त्व,4055,0.0035169246033811045
्।।,4030,0.0034952419609434898
्रा,3775,0.00327407900807982
ः।।,3395,0.0029445028430280765
श्च,3277,0.002842160770722535
र्व,3249,0.0028178762111924064
 वि,3014,0.002614059372278828
तं ,2879,0.002496973103115709
ात्,2842,0.0024648827923080393
स्स,2806,0.002433659787197874
ं प,2743,0.002379019528255085
त्य,2677,0.002321777352219782
तस्,2657,0.0023044312382696905
्त्,2650,0.0022983600983871584
वा ,2603,0.0022575967306044426
 मह,2600,0.002254994813511929
ं व,2527,0.002191681497594094
 च ,2511,0.0021778046064340204
यं ,2491,0.0021604584924839287
ार्,2490,0.002159591186786424
ं स,2451,0.0021257662645837454
राम,2443,0.002118827819003709
ं त,2371,0.0020563818087833783
ते ,2349,0.002037301083438277
महा,2347,0.002035566472043268
त्त,2341,0.0020303626378582406
ष्ट,2326,0.002017353052395672
 स्,2253,0.001954039736477837
या ,2225,0.0019297551769477085
िष्,2199,0.001907205228812589
ः प,2182,0.0018924610319550111
ति ,2163,0.001875982223702424
ित्,2124,0.001842157301499745
्च ,2102,0.001823076576154644
राज,2075,0.00179965932232202
र्म,2059,0.0017857824311619467
िता,2041,0.0017701709286068643
र्य,2038,0.0017675690115143505
श्र,2030,0.0017606305659343137
 वा,2019,0.0017510902032617632
ास्,1984,0.0017207345038491027
ष्य,1947,0.0016886441930414329
ता ,1937,0.001679971136066387
ेन ,1918,0.0016634923278138
ुत्,1909,0.0016556865765362586
रं ,1839,0.0015949751777109373
सर्,1818,0.0015767617580633411
्ष्,1814,0.0015732925352733226
ाक्,1803,0.0015637521726007723
न्द,1795,0.0015568137270207355
क्त,1791,0.0015533445042307172
्ता,1790,0.0015524771985332127
तु ,1789,0.001551609892835708
द्र,1780,0.0015438041415581666
ं म,1763,0.0015290599447005887
 पु,1763,0.0015290599447005887
मान,1738,0.001507377302262974
ं च,1728,0.0014987042452879282
्रि,1718,0.0014900311883128822
ाम्,1706,0.0014796235199428273
नं ,1704,0.001477888908547818
्रव,1646,0.0014275851780925519
कृत,1644,0.0014258505666975428
तो ,1644,0.0014258505666975428
क्र,1637,0.0014197794268150106
ं क,1609,0.001395494867284882
स्व,1602,0.00138942372740235
्यत,1594,0.0013824852818223135
्रत,1563,0.0013555988051996712
्रम,1557,0.0013503949710146437
 नि,1550,0.0013443238311321114
 पर,1547,0.0013417219140395976
न्न,1518,0.0013165700488119646
वान,1506,0.0013061623804419096
 सु,1499,0.0013000912405593775
वं ,1497,0.0012983566291643682
व्य,1493,0.00129488740637435
त्म,1482,0.0012853470437017994
ा व,1472,0.0012766739867267536
न्य,1471,0.001275806681029249
ा स,1469,0.0012740720696342398
्यं,1459,0.001265399012659194
्रु,1451,0.0012584605670791572
्ये,1439,0.0012480528987091023
 त्,1417,0.0012289721733640012
तः।,1413,0.0012255029505739829
द्ध,1400,0.0012142279765064233
ामि,1383,0.0011994837796488454
ाः।,1368,0.0011864741941862765
याम,1355,0.001175199220118717
ं न,1350,0.0011708626916311939
र्त,1350,0.0011708626916311939
ं द,1345,0.0011665261631436709
ाश्,1341,0.0011630569403536526
्मा,1339,0.0011613223289586433
तां,1332,0.0011552511890761113
 सम,1330,0.001153516577681102
स्थ,1326,0.0011500473548910837
ाना,1317,0.0011422416036135424
ं र,1314,0.0011396396865210286
द्य,1297,0.0011248954896634507
्वि,1292,0.0011205589611759277
्ति,1291,0.0011196916554784232
ृष्,1290,0.0011188243497809187
द्व,1280,0.0011101512928058726
त्स,1267,0.001098876318738313
्तु,1262,0.0010945397902507902
त्।,1255,0.001088468650368258
 का,1252,0.0010858667332757442
 मा,1252,0.0010858667332757442
ङ्ग,1231,0.001067653313628148
ः क,1221,0.001058980256653102
वर्,1215,0.0010537764224680744
ग्र,1205,0.0010451033654930286
च्छ,1205,0.0010451033654930286
ानि,1197,0.001038164919912992
ा।।,1192,0.001033828391425469
्री,1188,0.0010303591686354507
ब्र,1187,0.001029491862937946
मन्,1171,0.0010156149717778726
ुर्,1167,0.0010121457489878543
ज्ञ,1161,0.0010069419148028267
तम्,1157,0.0010034726920128084
स्म,1156,0.0010026053863153037
िन्,1156,0.0010026053863153037
धर्,1144,0.0009921977179452488
रस्,1136,0.000985259272365212
िर्,1130,0.0009800554381801845
यन्,1122,0.0009731169926001478
्यम,1090,0.0009453632102800009
्मण,1081,0.0009375574590024596
नि ,1079,0.0009358228476074505
 सर,1076,0.0009332209305149367
तान,1062,0.0009210786507498725
तत्,1062,0.0009210786507498725
 हि,1058,0.0009176094279598542
ुक्,1058,0.0009176094279598542
रिय,1057,0.0009167421222623496
ताम,1057,0.0009167421222623496
्तम,1057,0.0009167421222623496
्यस,1050,0.0009106709823798175
्रे,1045,0.0009063344538922945
्षि,1042,0.0009037325367997807
ं श,1041,0.0009028652311022762
ृत्,1040,0.0009019979254047716
हि ,1036,0.0008985287026147532
पि ,1033,0.0008959267855222395
 न ,1032,0.0008950594798247349
ूर्,1022,0.0008863864228496889
लक्,1018,0.0008829172000596706
ा म,1018,0.0008829172000596706
ा त,1015,0.0008803152829671569
न् ,1012,0.0008777133658746431
 ते,1009,0.0008751114487821293
श्श,1007,0.0008733768373871202
 तु,1005,0.000871642225992111
ि स,999,0.0008664383918070835
र्ष,993,0.000861234557622056
र्थ,990,0.0008586326405295422
ो व,987,0.0008560307234370284
राक,979,0.0008490922778569917
 श्,979,0.0008490922778569917
