matra,frequency,probability
ा,79.0,0.19799498746867167
ि,146.0,0.3659147869674185
ी,16.0,0.040100250626566414
ु,62.0,0.15538847117794485
ू,17.0,0.042606516290726815
े,28.0,0.07017543859649122
ै,6.0,0.015037593984962405
ो,20.0,0.05012531328320802
ौ,0.0,0.0
ं,18.0,0.045112781954887216
ः,7.0,0.017543859649122806
ँ,0.0,0.0
ृ,0.0,0.0
