ngram,Frequency,Probability
उन्होंन,64749,0.01427547484049253
न्होंने,67863,0.014962031059944472
कांग्रे,38592,0.008508534881531572
ांग्रेस,38585,0.008506991563119187
पाकिस्त,26251,0.0057876645204986855
ाकिस्ता,26243,0.00578590072802739
किस्तान,26300,0.005798467749385373
मुख्यमं,20532,0.004526773377581007
ुख्यमंत,20527,0.004525671007286447
ख्यमंत्,20527,0.004525671007286447
्यमंत्र,21230,0.004680664270701577
यमंत्री,20940,0.0046167267936171
मुताबिक,18153,0.00400226559142938
प्रधानम,17666,0.00389489472473924
्रधानमं,17627,0.0038862962364416723
रधानमंत,17627,0.0038862962364416723
धानमंत्,17627,0.0038862962364416723
ानमंत्र,17633,0.003887619080795144
नमंत्री,17642,0.0038896033473253522
गिरफ्ता,20535,0.004527434799757743
िरफ्तार,20526,0.004525450533227535
जानकारी,16123,0.003554703251838037
हालांकि,15417,0.003399048566246171
अध्यक्ष,14606,0.0032202441044685464
क्योंकि,13016,0.00286969035079848
सुरक्षा,15177,0.003346134792107293
विधानसभ,12361,0.0027252798422111256
िधानसभा,12344,0.002721531783209622
रिपोर्ट,14261,0.003144180554143909
केजरीवा,11214,0.0024723960966390713
ेजरीवाल,11208,0.0024710732522855994
नरेंद्र,11121,0.002451892009160256
अस्पताल,10756,0.0023714189776573792
क्षेत्र,12810,0.0028242726946626096
सुप्रीम,10126,0.002232520320542825
कार्रवा,9224,0.0020336527194042085
ार्रवाई,9112,0.0020089596248060657
इस्तेमा,8807,0.001941715036837908
स्तेमाल,8798,0.0019397307703077002
अमेरिका,8836,0.0019481087845463559
महिलाओं,8490,0.0018718247601628068
राष्ट्र,28501,0.006283731153050667
ाष्ट्रप,8264,0.0018219976228486968
ष्ट्रपत,8157,0.0017984068985451138
्ट्रपति,8157,0.0017984068985451138
अधिकारी,7840,0.0017285166218700126
ाष्ट्री,10862,0.0023947892279020506
ष्ट्रीय,10866,0.002395671124137698
करेंगे.,7519,0.0016577444489592633
केंद्री,7520,0.0016579649230181752
ेंद्रीय,7509,0.0016555397083701433
आतंकियो,7442,0.00164076794642304
