ngram,Frequency,Probability
क,6697985,0.07396808955578948
े,6356220,0.07019386430341368
म,3161581,0.03491439687396769
ं,3579519,0.03952982605345488
ी,4150243,0.045832522154392465
ो,2524124,0.02787474592462025
न,3859667,0.042623594157276457
ह,3421518,0.037784968142022674
ै,1257923,0.013891664600366734
.,1321722,0.014596218305036095
स,3754468,0.041461846399827085
औ,377628,0.004170272361430142
र,6014239,0.06641725369076248
ा,7899363,0.08723530880073484
प,2164572,0.023904092879568163
ि,3530530,0.038988824134333154
भ,586401,0.006475822457590531
इ,596451,0.006586807970403068
ए,876109,0.009675164840266613
ल,2805733,0.03098464834030442
य,1929974,0.02131334866715068
ब,1564473,0.017276998824514334
द,1861689,0.02055925456342888
थ,513262,0.005668124007680462
त,2496792,0.027572909503108582
ु,1269696,0.014021677778709222
ग,1349241,0.0149001198301195
अ,677629,0.007483283787228558
उ,474624,0.005241431645088341
्,3274207,0.036158163477552255
ज,1614641,0.01783102083513915
फ,512529,0.005660029243412643
ई,400353,0.004421232140401776
व,1513001,0.01670857630556041
छ,167178,0.0018462025931317814
ट,984462,0.010871743275070282
च,695777,0.007683698223698402
श,826260,0.009124665653381818
ौ,196268,0.0021674531968846884
ख,484867,0.005354548521480263
आ,575920,0.006360077267561853
घ,125440,0.0013852758932542
ू,558591,0.006168707322136135
ऐ,61601,0.00068028045520051
ध,366796,0.0040506509609539824
ड,368999,0.004074979427095875
ओ,86403,0.0009541772401534012
ष,256142,0.002828661813216815
झ,54925,0.0006065551533560821
ण,154629,0.0017076197871333204
ठ,109425,0.0012084168895036738
ृ,41757,0.00046113652323513736
ऊ,15797,0.00017445155680593589
ऋ,3478,3.840871776736374e-05
ञ,9484,0.00010473498542428917
ढ,10786,0.00011911340708418209
।,2625,2.8988753346558317e-05
ः,5592,6.175432712912538e-05
ँ,1015,1.1208984627335882e-05
ॐ,20,2.2086669216425383e-07
०,12,1.325200152985523e-07
ङ,3,3.3130003824638075e-08
