ngram,Frequency,Probability
उन्होंने,64702,0.027652944477424654
कांग्रेस,38585,0.016490817326534422
पाकिस्ता,26230,0.01121042214526365
ाकिस्तान,26237,0.011213413870578818
मुख्यमंत,20527,0.008773020792063551
ुख्यमंत्,20527,0.008773020792063551
ख्यमंत्र,20527,0.008773020792063551
्यमंत्री,20940,0.008949532585658438
प्रधानमं,17627,0.007533591732922697
्रधानमंत,17627,0.007533591732922697
रधानमंत्,17627,0.007533591732922697
धानमंत्र,17627,0.007533591732922697
ानमंत्री,17546,0.007498973197132901
गिरफ्तार,20526,0.008772593402732813
विधानसभा,12344,0.005275693898632653
केजरीवाल,11208,0.00479017961891403
कार्रवाई,9112,0.003894371581686709
इस्तेमाल,8798,0.0037601713318349064
राष्ट्रप,8264,0.003531945429220694
ाष्ट्रपत,8157,0.003486214770831704
ष्ट्रपति,8157,0.003486214770831704
राष्ट्री,10862,0.004642302910478603
ाष्ट्रीय,10862,0.004642302910478603
केंद्रीय,7509,0.003209266484513334
आतंकियों,7428,0.0031746479487235377
आरोपियों,7132,0.003048140706825023
शुक्रवार,6935,0.0029639450086695928
प्रदर्शन,8602,0.0036764030230102144
अधिकारिय,6736,0.002878894531852686
धिकारियो,7214,0.0030831866319455574
िकारियों,7232,0.0030908796398988457
कार्यक्र,7207,0.0030801949066303898
ार्यक्रम,7197,0.0030759210133230078
राजनीतिक,6184,0.0026429756212851853
मंत्रालय,6088,0.002601946245534316
एक्ट्रेस,5847,0.0024989454168264035
महाराष्ट,5591,0.0023895337481574176
हाराष्ट्,5584,0.00238654202284225
ाराष्ट्र,5588,0.002388251580165203
किस्तानी,5519,0.0023587617163442656
उम्मीदवा,8140,0.003478949152209154
म्मीदवार,8140,0.003478949152209154
राजस्थान,5296,0.0022634538955896414
प्रियंका,4998,0.00213609187502965
व्यवस्था,5956,0.00254553085387687
बलात्कार,4200,0.0017950351891005464
राज्यसभा,3928,0.001678785291139749
प्रस्ताव,4758,0.002033518435652476
प्रवक्ता,3741,0.001598863486291701
प्रभावित,3616,0.0015454398199494228
हाईकोर्ट,3532,0.001509539116167412
यूनिवर्स,3688,0.001576211851762575
ूनिवर्सि,3608,0.001542020705303517
निवर्सिट,3658,0.0015633901718404282
िवर्सिटी,3652,0.0015608258358559988
समाजवादी,3467,0.0014817588096694271
इंटरव्यू,3494,0.0014932983215993592
विधायकों,3342,0.001428335143327149
कार्यकर्,5627,0.0024049197640639937
ार्यकर्त,5618,0.0024010732600873498
र्यकर्ता,5604,0.002395089809457015
्यकर्ताओ,3325,0.0014210695247045993
यकर्ताओं,3316,0.0014172230207279552
िरफ्तारी,3275,0.001399700058167688
आतंकवादी,3183,0.0013603802397397712
डायरेक्ट,4459,0.0019057290257617468
ायरेक्टर,3301,0.0014108121807668817
स्वास्थ्,3084,0.0013180686959966869
्वास्थ्य,3084,0.0013180686959966869
जिम्मेदा,5683,0.0024288535665853346
िम्मेदार,5683,0.0024288535665853346
म्मेदारी,2989,0.0012774667095765554
प्रक्रिय,3074,0.0013137948026893046
्रक्रिया,3074,0.0013137948026893046
भ्रष्टाच,3013,0.001287724053514273
्रष्टाचा,3013,0.001287724053514273
रष्टाचार,3013,0.001287724053514273
तस्वीरें,2869,0.0012261799898879685
स्मार्टफ,3334,0.0014249160286812432
्मार्टफो,3321,0.0014193599673816462
मार्टफोन,3312,0.0014155134634050023
किलोमीटर,2739,0.001170619376891999
महत्वपूर,2715,0.0011603620329542817
हत्वपूर्,2715,0.0011603620329542817
त्वपूर्ण,2742,0.0011719015448842139
आदित्यना,2704,0.0011556607503161612
दित्यनाथ,2712,0.001159079864962067
नागरिकता,2663,0.001138137787755894
सीसीटीवी,2650,0.0011325817264562972
कंपनियों,2634,0.0011257434971644856
अंतरराष्,2582,0.0011035192519660978
