ngram,Frequency,Probability
पाकिस्तान,26224,0.023513715138299092
मुख्यमंत्,20527,0.018405507574888097
ुख्यमंत्र,20527,0.018405507574888097
ख्यमंत्री,20254,0.018160722483645128
प्रधानमंत,17627,0.01580522638586021
्रधानमंत्,17627,0.01580522638586021
रधानमंत्र,17627,0.01580522638586021
धानमंत्री,17540,0.015727217950189373
राष्ट्रपत,8157,0.007313963330655342
ाष्ट्रपति,8157,0.007313963330655342
राष्ट्रीय,10862,0.009739398025938253
अधिकारियो,6736,0.006039825548031677
धिकारियों,7214,0.006468423619878342
कार्यक्रम,7197,0.006453180592218524
महाराष्ट्,5584,0.005006886261907494
हाराष्ट्र,5584,0.005006886261907494
ाकिस्तानी,5519,0.004948604097325835
उम्मीदवार,8140,0.0072987203029955235
यूनिवर्सि,3608,0.003235108458625043
ूनिवर्सिट,3606,0.0032333151612533
निवर्सिटी,3652,0.0032745610008033973
कार्यकर्त,5618,0.005037372317227132
ार्यकर्ता,5604,0.005024819235624928
र्यकर्ताओ,3325,0.0029813568805233557
्यकर्ताओं,3316,0.002973287042350511
गिरफ्तारी,3275,0.0029365244462297717
डायरेक्टर,3301,0.0029598373120624352
स्वास्थ्य,3084,0.0027652645472282795
जिम्मेदार,5683,0.0050956544818087915
िम्मेदारी,2980,0.002672013083897624
प्रक्रिया,3074,0.0027562980603695626
भ्रष्टाचा,3013,0.00270160249053139
्रष्टाचार,3013,0.00270160249053139
स्मार्टफो,3321,0.002977770285779869
्मार्टफोन,3312,0.002969700447607024
महत्वपूर्,2715,0.0024344011821416274
हत्वपूर्ण,2715,0.0024344011821416274
आदित्यनाथ,2704,0.002424538046597039
अंतरराष्ट,2582,0.002315146906920693
ंतरराष्ट्,2582,0.002315146906920693
तरराष्ट्र,2588,0.002320526799035923
रराष्ट्री,2626,0.002354599449099047
आतंकवादिय,2563,0.002298110581889131
तंकवादियो,2563,0.002298110581889131
ंकवादियों,2563,0.002298110581889131
जिन्होंने,2558,0.0022936273384597727
म्मीदवारो,2482,0.0022254820383335247
्मीदवारों,2482,0.0022254820383335247
सिद्धार्थ,2420,0.00216988981980948
इंस्टाग्र,2370,0.0021250573855158958
ंस्टाग्रा,2365,0.0021205741420865375
स्टाग्राम,2381,0.0021349205210604845
कर्मचारिय,2330,0.0020891914380810283
र्मचारियो,2330,0.0020891914380810283
्मचारियों,2328,0.002087398140709285
इंडस्ट्री,2566,0.002300800527946746
यात्रियों,2227,0.0019968366234362446
