vyanjan,frequency
क,181424.0
ख,13377.0
ग,37835.0
घ,3186.0
ङ,0.0
च,18947.0
छ,4881.0
ज,44665.0
झ,1432.0
ञ,291.0
ट,28136.0
ठ,3056.0
ड,17936.0
ढ,1634.0
ण,4237.0
त,68843.0
थ,14363.0
द,50957.0
ध,10155.0
न,104335.0
प,60715.0
फ,15192.0
ब,45063.0
भ,15835.0
म,85723.0
य,53397.0
र,163676.0
ल,78744.0
व,42109.0
श,22600.0
ष,6964.0
स,102715.0
ह,94301.0
