ngram,frequency,probability
्,23673,0.11284786774590282
 ,20630,0.09834205684104148
ा,15405,0.0734347739038412
।,12311,0.05868584884973639
र,11568,0.055144009381346
त,11515,0.05489136134389688
म,8830,0.04209211642784277
ि,8309,0.03960853855027696
न,7753,0.036958117629112684
व,7683,0.03662443154191574
स,7479,0.035651974944941794
य,6844,0.032624965439655255
ं,4940,0.023548703867898445
क,4839,0.023067242513514285
प,4560,0.021737265108829333
ु,4385,0.02090304989083698
द,4059,0.019349026113319796
े,4006,0.019096378075870682
श,3479,0.016584198533687994
ष,3149,0.015011106979759554
ह,2811,0.01339987987300861
च,2678,0.01276587630733442
ो,2574,0.012270114120641822
ः,2386,0.011373928629312892
ी,2287,0.010902001163134362
ण,2216,0.010563548131834606
भ,2058,0.009810370963590082
ल,1908,0.009095329348168063
ग,1774,0.008456558838391061
ज,1558,0.007426898912183356
ध,1497,0.007136115321911735
ृ,1347,0.006421073706489718
ै,1244,0.0059300784638999324
थ,1192,0.005682197370553633
ू,1014,0.004833681320252838
ब,896,0.004271181916120852
ौ,650,0.0030985136668287426
ट,516,0.0024597431570517404
अ,479,0.002283366225247643
घ,470,0.0022404637283223216
ख,456,0.0021737265108829336
ऽ,337,0.0016064601626481327
ङ,324,0.001544489889311558
ञ,324,0.001544489889311558
छ,299,0.0014253162867412217
इ,212,0.0010105921497964515
ड,185,0.0008818846590204883
ए,153,0.0007293424477304579
आ,128,0.0006101688451601217
ठ,115,0.0005481985718235468
उ,106,0.0005052960748982258
फ,73,0.0003479869195053819
ढ,35,0.00016684304359847077
ऋ,29,0.00013824137898159005
़,6,2.86016646168807e-05
ऊ,5,2.3834720514067252e-05
 ,4,1.9067776411253803e-05
झ,3,1.430083230844035e-05
ऱ,3,1.430083230844035e-05
ऐ,3,1.430083230844035e-05
ई,3,1.430083230844035e-05
औ,2,9.533888205626902e-06
ओ,1,4.766944102813451e-06
