ngram,frequency,probability
 प्र,659,0.00328131690849159
स्य ,534,0.002658912335560712
म्।।,514,0.0025593276038917714
क्ष्,470,0.002340241194220102
 राम,454,0.00226057340888495
्वा ,382,0.001902068374876764
क्षस,356,0.0017726082237071413
त्वा,349,0.001737753567623012
 महा,332,0.0016531065457044125
ाक्ष,327,0.0016282103627871774
लक्ष,314,0.0015634802872023662
।। त,313,0.0015585010506189191
राक्,305,0.001518667157951343
श्च ,295,0.0014688747921168725
्ष्म,282,0.0014041447165320613
्यं ,272,0.001354352350697591
ष्मण,268,0.001334435404363803
 त्व,259,0.0012896222751127798
स्त्,225,0.0011203282312755808
 लक्,223,0.0011103697581086869
 राक,222,0.0011053905215252398
सर्व,220,0.0010954320483583457
ात्म,215,0.0010705358654411105
तां ,210,0.0010456396825238754
ुक्त,208,0.0010356812093569813
्त्व,206,0.0010257227361900874
तस्य,203,0.0010107850264397462
।। स,203,0.0010107850264397462
 तु ,196,0.0009759303703556171
ं रा,193,0.000960992660605276
ृष्ट,192,0.000956013424021829
ं प्,190,0.0009460549508549349
्वं ,189,0.0009410757142714879
तम्।,187,0.0009311172411045938
ाम्।,187,0.0009311172411045938
प्रा,187,0.0009311172411045938
्तं ,183,0.0009112002947708058
 सीत,179,0.0008912833484370176
्रिय,176,0.0008763456386866765
िष्य,175,0.0008713664021032296
ं च ,175,0.0008713664021032296
ानि ,173,0.0008614079289363355
प्रत,169,0.0008414909826025474
ं वि,167,0.0008315325094356533
सीता,164,0.0008165947996853122
स्या,161,0.0008016570899349711
क्षि,157,0.0007817401436011831
राघव,152,0.000756843960683948
्या ,147,0.0007319477777667128
 सर्,147,0.0007319477777667128
यां ,146,0.0007269685411832658
 राघ,142,0.0007070515948494777
ा रा,142,0.0007070515948494777
्ति ,140,0.0006970931216825836
्षसा,139,0.0006921138850991366
धर्म,138,0.0006871346485156896
दृष्,137,0.0006821554119322426
।। अ,137,0.0006821554119322426
ः प्,137,0.0006821554119322426
स्था,137,0.0006821554119322426
ान्त,136,0.0006771761753487955
 हि ,135,0.0006721969387653485
्त्र,135,0.0006721969387653485
त्वं,135,0.0006721969387653485
 तस्,135,0.0006721969387653485
रावण,134,0.0006672177021819015
ान्।,133,0.0006622384655984544
ुद्ध,132,0.0006572592290150075
म्। ,131,0.0006522799924315604
्तु ,130,0.0006473007558481133
ाः।।,129,0.0006423215192646664
रक्ष,129,0.0006423215192646664
दर्श,129,0.0006423215192646664
तः।।,128,0.0006373422826812193
्य स,127,0.0006323630460977722
ास्त,126,0.0006273838095143253
नां ,126,0.0006273838095143253
 राव,125,0.0006224045729308782
त्।।,125,0.0006224045729308782
ार्य,125,0.0006224045729308782
्याम,125,0.0006224045729308782
ित्र,124,0.0006174253363474312
्द्र,124,0.0006174253363474312
। स ,124,0.0006174253363474312
न्ति,121,0.0006024876265970902
ामस्,121,0.0006024876265970902
ष्ट्,121,0.0006024876265970902
्तस्,120,0.0005975083900136431
 ते ,120,0.0005975083900136431
ो रा,120,0.0005975083900136431
त्र ,119,0.0005925291534301961
स्तु,118,0.0005875499168467491
्य म,118,0.0005875499168467491
ामि ,117,0.000582570680263302
ब्रव,117,0.000582570680263302
्रवी,116,0.000577591443679855
न्द्,116,0.000577591443679855
। तत,115,0.000572612207096408
ैदेह,115,0.000572612207096408
त्रा,115,0.000572612207096408
वैदे,115,0.000572612207096408
 धर्,114,0.000567632970512961
ं मह,114,0.000567632970512961
श्रम,114,0.000567632970512961
तस्त,114,0.000567632970512961
भ्रा,113,0.0005626537339295139
्थान,113,0.0005626537339295139
 परि,112,0.0005576744973460669
्ष्य,112,0.0005576744973460669
मुक्,111,0.0005526952607626199
 वैद,110,0.0005477160241791728
 यथा,109,0.0005427367875957259
रामस,109,0.0005427367875957259
्रति,109,0.0005427367875957259
्यां,108,0.0005377575510122788
वाक्,108,0.0005377575510122788
त्रि,108,0.0005377575510122788
यन्त,107,0.0005327783144288317
 राज,107,0.0005327783144288317
्रात,105,0.0005228198412619377
प्रि,105,0.0005228198412619377
 तं ,104,0.0005178406046784906
न्।।,104,0.0005178406046784906
्ये ,104,0.0005178406046784906
ाक्य,103,0.0005128613680950437
 दृष,103,0.0005128613680950437
मित्,103,0.0005128613680950437
्ट्व,103,0.0005128613680950437
्रं ,102,0.0005078821315115966
ीक्ष,102,0.0005078821315115966
ां व,102,0.0005078821315115966
।। प,102,0.0005078821315115966
ितं ,101,0.0005029028949281497
ाश्र,101,0.0005029028949281497
्ते ,101,0.0005029028949281497
र्या,100,0.0004979236583447026
ट्वा,99,0.0004929444217612555
त्मन,98,0.00048796518517780856
पश्य,98,0.00048796518517780856
्यति,97,0.0004829859485943615
 तत्,96,0.0004780067120109145
 विन,96,0.0004780067120109145
ितम्,96,0.0004780067120109145
्प्र,96,0.0004780067120109145
ितः।,96,0.0004780067120109145
