ngram,frequency,probability
।।,4906,0.023822472564824705
ं ,4446,0.021588812275420026
्य,4084,0.019831018743323298
्र,3594,0.01745168495678353
त्,3092,0.015014081771389725
स्,3057,0.014844129358065457
र्,2651,0.012872681363503934
्त,2573,0.012493930270952705
रा,2450,0.011896668932698844
। ,2339,0.011357676993299018
न्,2290,0.011119743614645043
क्,2261,0.010978925900747791
्व,2217,0.010765271438282995
ा ,2168,0.010527338059629018
 स,2016,0.009789259007477907
 त,1888,0.009167718753034864
 प,1772,0.008604447897445858
 व,1769,0.008589880547732348
ान,1693,0.008220841021656794
ः।,1599,0.007764397397300184
ाम,1557,0.0075604545013110615
ता,1536,0.0074584830533165
या,1532,0.007439059920365155
 म,1527,0.007414781004175973
 र,1510,0.007332232689132757
्ष,1507,0.007317665339419248
म्,1485,0.007210838108186851
वा,1473,0.007152568709332815
्।,1457,0.007074876177527435
ष्,1410,0.006846654365349131
ित,1397,0.006783529183257259
श्,1392,0.006759250267068078
वि,1374,0.0066718461687870255
प्,1372,0.006662134602311353
ि ,1369,0.006647567252597844
मा,1305,0.006336797125376323
्म,1260,0.006118286879673691
े ,1214,0.005894920850733223
द्,1146,0.005564727590560358
य ,1130,0.005487035058754977
 क,1090,0.005292803729241527
 न,1076,0.005224822763911819
ां,1039,0.005045158784111877
ना,1026,0.004982033602020006
ो ,1022,0.004962610469068661
नि,977,0.004744100223366029
ार,909,0.004413906963193163
ति,883,0.00428765659900942
 च,851,0.00413227153539866
 द,844,0.004098281052733806
ात,836,0.004059434786831116
च ,794,0.003855491890841993
्स,752,0.00365154899485287
का,738,0.003583568029523162
ते,735,0.003569000679809653
ः ,732,0.0035544333300961445
तु,724,0.0035155870641934545
रि,724,0.0035155870641934545
्च,706,0.003428182965912402
न ,701,0.0034039040497232205
मि,693,0.00336505778382053
ास,663,0.0032193842866854424
ाक,647,0.003141691754880062
 श,637,0.0030931339225016997
 भ,627,0.003044576090123337
सा,615,0.0029863066912693016
मह,591,0.0028697678935612316
हा,587,0.0028503447606098866
ेन,565,0.0027435175293774885
िन,565,0.0027435175293774885
 य,560,0.002719238613188307
रम,556,0.002699815480236962
मु,544,0.002641546081382927
रु,535,0.002597844032242401
ाव,532,0.0025832766825288917
तं,521,0.002529863066912693
िर,521,0.002529863066912693
्ध,513,0.002491016801010003
ु ,504,0.0024473147518694767
्प,496,0.0024084684859667863
्न,491,0.002384189569777605
तस,488,0.0023696222200640963
ा।,487,0.00236476643682626
ुर,483,0.002345343303874915
 ह,482,0.0023404875206370786
व ,475,0.002306497037972225
्थ,474,0.0023016412547343886
िष,469,0.0022773623385452073
ाय,468,0.002272506555307371
ृत,465,0.0022579392055938623
्द,461,0.0022385160726425173
पा,460,0.002233660289404681
यं,454,0.0022045255899776632
ाश,454,0.0022045255899776632
ीत,448,0.002175390890550646
पर,446,0.0021656793240749732
ाद,445,0.002160823540837137
सम,433,0.002102554141983102
तत,432,0.0020976983587452655
यत,431,0.002092842575507429
िव,426,0.002068563659318248
था,423,0.002053996309604739
्ट,413,0.0020054384772263765
मे,412,0.0020005826939885406
ाप,412,0.0020005826939885406
णा,406,0.001971447994561523
ाः,405,0.0019665922113236865
वर,401,0.0019471690783723415
दा,396,0.0019228901621831601
तम,394,0.0019131785957074876
भि,392,0.0019034670292318152
ये,388,0.00188404389628047
तः,380,0.00184519763037778
 ग,379,0.0018403418471399436
मण,378,0.0018354860639021075
वन,378,0.0018354860639021075
षस,377,0.001830630280664271
्श,375,0.0018209187141885986
 ल,370,0.0017966397979994172
तो,370,0.0017966397979994172
पु,368,0.0017869282315237447
मन,362,0.0017577935320967273
दि,362,0.0017577935320967273
सु,361,0.001752937748858891
ुत,360,0.0017480819656210548
यु,358,0.001738370399145382
 ज,357,0.001733514615907546
ाण,354,0.001718947266194037
 ब,354,0.001718947266194037
रव,352,0.0017092356997183646
यम,348,0.0016898125667670196
लक,341,0.0016558220841021657
च्,340,0.0016509663008643293
ौ ,339,0.0016461105176264932
े।,339,0.0016461105176264932
रे,334,0.0016218316014373119
यस,334,0.0016218316014373119
हि,333,0.0016169758181994755
रं,331,0.001607264251723803
्क,329,0.0015975526852481305
रत,329,0.0015975526852481305
सि,327,0.001587841118772458
िश,324,0.0015732737690589492
पि,323,0.001568417985821113
रस,323,0.001568417985821113
ङ्,323,0.001568417985821113
दे,314,0.0015247159366805867
व्,311,0.0015101485869670778
ग्,311,0.0015101485869670778
ज्,311,0.0015101485869670778
रो,305,0.0014810138875400603
भ्,304,0.001476158104302224
चा,300,0.001456734971350879
ुष,300,0.001456734971350879
ुद,299,0.0014518791881130426
ाल,298,0.0014470234048752065
सर,295,0.0014324560551616976
सी,294,0.0014276002719238613
ुक,294,0.0014276002719238613
री,294,0.0014276002719238613
ैर,293,0.0014227444886860251
वं,292,0.0014178887054481888
नं,290,0.0014081771389725163
स ,288,0.0013984655724968438
चि,287,0.0013936097892590074
ने,285,0.001383898222783335
ेव,285,0.001383898222783335
ाह,284,0.0013790424395454988
भा,284,0.0013790424395454988
ी ,282,0.0013693308730698263
यो,282,0.0013693308730698263
िप,282,0.0013693308730698263
ि।,281,0.00136447508983199
्छ,279,0.0013547635233563174
वी,279,0.0013547635233563174
वे,277,0.001345051956880645
ूर,275,0.0013353403904049724
्ण,274,0.001330484607167136
म ,274,0.001330484607167136
कर,272,0.0013207730406914636
ण्,268,0.0013013499077401186
नु,268,0.0013013499077401186
ीर,267,0.0012964941245022822
।अ,265,0.0012867825580266097
षि,265,0.0012867825580266097
कृ,264,0.0012819267747887734
िक,263,0.0012770709915509372
ेष,258,0.0012527920753617559
ृष,258,0.0012527920753617559
ाज,258,0.0012527920753617559
मम,256,0.0012430805088860834
ला,251,0.001218801592696902
शा,250,0.0012139458094590657
ेत,249,0.0012090900262212295
िम,244,0.0011848111100320482
दृ,243,0.0011799553267942118
वै,243,0.0011799553267942118
ाभ,243,0.0011799553267942118
ुम,241,0.0011702437603185393
