matra,frequency,probability
ा,1085.0,0.19959529065489331
ि,1652.0,0.3038999264164827
ी,285.0,0.052428256070640174
ु,996.0,0.18322295805739514
ू,23.0,0.004231052244297278
े,583.0,0.10724797645327447
ै,80.0,0.014716703458425313
ो,281.0,0.05169242089771891
ौ,65.0,0.011957321559970566
ं,289.0,0.053164091243561445
ः,97.0,0.01784400294334069
ँ,0.0,0.0
ृ,0.0,0.0
