matra,frequency,probability
ा,345.0,0.1920935412026726
ि,475.0,0.26447661469933187
ी,31.0,0.017260579064587972
ु,116.0,0.0645879732739421
ू,3.0,0.0016703786191536749
े,440.0,0.24498886414253898
ै,12.0,0.0066815144766146995
ो,120.0,0.066815144766147
ौ,6.0,0.0033407572383073497
ं,112.0,0.062360801781737196
ः,125.0,0.06959910913140312
ँ,0.0,0.0
ृ,11.0,0.006124721603563474
