vyanjan,frequency,probability
क,11.0,0.01375
ख,0.0,0.0
ग,5.0,0.00625
घ,0.0,0.0
ङ,1.0,0.00125
च,18.0,0.0225
छ,0.0,0.0
ज,10.0,0.0125
झ,0.0,0.0
ञ,0.0,0.0
ट,0.0,0.0
ठ,0.0,0.0
ड,0.0,0.0
ढ,0.0,0.0
ण,0.0,0.0
त,131.0,0.16375
थ,47.0,0.05875
द,71.0,0.08875
ध,3.0,0.00375
न,41.0,0.05125
प,51.0,0.06375
फ,0.0,0.0
ब,5.0,0.00625
भ,9.0,0.01125
म,142.0,0.1775
य,22.0,0.0275
र,55.0,0.06875
ल,0.0,0.0
व,45.0,0.05625
श,15.0,0.01875
ष,0.0,0.0
स,115.0,0.14375
ह,3.0,0.00375
