matra,frequency,probability
ा,293.0,0.2774621212121212
ि,290.0,0.2746212121212121
ी,26.0,0.02462121212121212
ु,100.0,0.0946969696969697
ू,1.0,0.000946969696969697
े,59.0,0.05587121212121212
ै,35.0,0.03314393939393939
ो,64.0,0.06060606060606061
ौ,7.0,0.006628787878787879
ं,115.0,0.10890151515151515
ः,64.0,0.06060606060606061
ँ,0.0,0.0
ृ,2.0,0.001893939393939394
