word,frequency
जिसके,317
स्वास्तिक,1
पूरे,296
वातावरण,11
बनाता,22
दिख,118
रहा,1943
हाथी,4
झूमते,3
जबकि,449
सबसे,631
मंदिर,226
जा,1838
जिसे,187
पूरी,502
तरह,998
होने,1308
महीने,365
लगेंगे.,11
गिद्धराज,1
जटायु,1
विराजमान,4
तमाम,167
आकृतियां,2
पर्यटकों,9
ओर,452
आकर्षित,12
बताया,1070
उसकी,454
हर,535
दिन,855
पूर्वांचल,18
जनपदों,6
पर्यटक,10
लगे,171
बीते,133
दिसंबर,171
आई,312
चार,311
लोगों,1494
टीम,365
भ्रमण,10
किया.,622
वाकई,30
मन,88
आस्था,23
जगा,1
सकते,510
अाप,1
चाहें,38
जल्द,214
ये,2045
आमिर,111
खान,550
नया,182
लुक,90
फिल्म,1704
एक्सपेरिमेंट,4
मशहूर,86
बार,1077
फिर,831
कुछ,1352
अलग,260
अंदाज,70
वाली,699
नए,351
अवतार,36
मिस्टर,18
परफेक्शनिस्ट,5
दिनों,400
नई,237
तैयारी,142
जुटे,29
रेसलर,7
भूमिका,126
आएंगे.,68
काले,29
सफेद,28
बाल,46
नीतेश,1
तिवारी,175
निर्देशन,53
बन,273
शूटिंग,136
मंगल,26
तलाश,154
दिल,112
चाहता,120
जैसी,141
ऐसी,298
फिल्में,79
जिनमें,72
थे,324
उस,546
वक्त,336
खासा,20
सुर्खियां,11
बटोरी,2
थीं.,231
घरेलू,63
हिंसा,200
मामले,1176
फंसे,33
महिला,587
आयोग,154
तलब,12
दिल्ली,1466
मे,88
विधायक,202
पत्नी,273
शिकायत,272
मिलने,276
बाद,3108
जांच,736
मनोज,112
कुमार,420
पूछताछ,196
बुलाया.,12
कोंडली,1
आम,281
पार्टी,1255
समन,15
भेजा,99
उनके,1140
खिलाफ,915
मामला,420
दर्ज,620
कराया,128
सोमवार,255
दफ्तर,46
पहुंचे.,61
जारी,576
बता,525
दें,421
विधायकों,60
केस,398
रविवार,231
कार्यक्रम,199
मुख्यमंत्री,514
अरविंद,135
केजरीवाल,331
कहा,3006
केंद्र,291
सरकार,1867
इशारे,22
झूठे,8
केसों,7
फंसाया,4
मुंगेर,7
जिले,339
हथियार,88
तस्कर,9
गिरफ्तार,530
बिहार,434
मुफस्सिल,1
थाना,96
क्षेत्र,262
पुलिस,2514
तीन,543
संदिग्ध,88
तस्करों,10
अवैध,114
हथियारों,41
खेप,6
ले,457
जाते,208
लिया.,261
देसी,19
कट्टे,4
कारतूस,5
बरामद,153
किए,558
नाम,747
मोहम्मद,86
कासिम,5
महबूब,3
आलम,13
जो,1172
बरदह,1
निवासी,58
प्रभारी,45
दौरान,915
स्वीकार,72
वे,730
पश्चिम,102
बंगाल,141
थे.,1229
छानबीन,35
जम्मू,69
कश्मीर,255
मुफ्ती,42
शाहरुख,124
अपील,115
सोच,52
होंगे,55
सईद,96
सुपरस्टार,48
क्या,609
जरूरत,163
गई।,2
दअअसल,1
फिल्मों,179
मुंबई,326
निर्माताओं,17
टूर,15
मिल,361
इसी,526
सिलसिले,43
उन्होंने,1935
किंग,14
मुलाकात,234
गुरुवार,216
हुई.,220
जमकर,119
तारीफ,79
महान,22
बहुमुखी,1
बताया.,78
वो,1149
यादें,11
ताजा,87
जब,1026
इंडस्ट्री,78
घाटी,72
लोकेशनों,1
करती,286
थी.,1624
उम्मीद,185
जताई,76
टूटे,4
रिश्ते,74
मजबूत,124
करेगी.,71
बचान,1
करते,1022
उनकी,807
मां,324
कश्मीरी,31
करना,566
जरूर,116
चाहेंगे.,7
उन,309
लम्हों,1
जीना,5
चाहते,212
यश,10
तक,1713
बल्क,4
मीटर,48
पानी,206
बचाएगी,1
प्लान,74
चौथा,13
साल,1452
बिजली,62
आधी,31
रेट,22
मिलेगी.,50
दावे,37
बोले,63
देश,923
सस्ती,10
मिलती,48
बजट,173
राशि,40
पीठ,53
थपथपाई,2
हम,565
पहले,1787
कांग्रेस,1144
हजार,232
आदम,2
ईमानदार,9
नतीजा,35
चौथे,23
ग्रीन,16
समस्या,99
निपटने,35
खास,272
विधानसभा,392
प्रेस,80
काफी,598
ख्याल,18
रखा,204
लेकिन,1943
मैनेजमेंट,15
बेहतर,110
जरूरी,161
बतौर,54
जल,43
बोर्ड,117
चेयरमैन,42
जिम्मेदारी,105
संभाल,26
आबादी,50
एमजीडी,4
आता,78
ऐसे,665
कमी,95
नहीं,4532
टेपिंग,1
लगाए,123
जाएंगे.,102
मात्रा,58
बारे,574
सही,136
जानकारी,447
सकेगी,3
पाइपलाइन,2
कितना,51
आया,295
मालूम,42
सकेगा.,21
दावा,243
लगाने,188
काम,851
पूरा,312
मुताबिक,603
मुश्किल,90
इलाके,366
जैसे,318
संगम,23
बवाना,3
लाइन,57
पहुंचाई,6
गई,1489
पहुंचाने,36
चुका,222
रोजाना,48
सीवेज,3
ट्रीटमेंट,12
प्लांट,20
निकलता,7
इसका,297
यमुना,13
बहाते,1
इस्तेमाल,242
पाता,19
सीवर,2
बचे,22
घर,718
शौचालय,29
देने,615
सकता,627
अलावा,487
आधे,23
अनियमित,2
अंदर,181
ढाई,19
खर्च,75
बेरोजगारी,13
बताते,142
कौशल,19
सेंटर,76
खोले,12
वर्ल्ड,46
स्किल,7
अबतक,24
क्षमता,32
वी,16
बच्चों,187
गए,1002
प्लेसमेंट,5
हुई,932
पाकिस्तान,638
फायरिंग,95
भारतीयों,34
मोदी,1216
बरसी,8
गोलीबारी,82
मौत,523
प्रतिक्रिया,64
प्रवक्ता,90
मनीष,64
नीतियों,19
प्रहार,15
पाक,53
स्तर,186
बातचीत,262
रद्द,68
मांग,389
तंज,24
कसते,9
लगता,209
उफा,1
जिस,299
एकता,40
अखंडता,4
समझौता,26
सेना,302
उसे,700
बंदूकों,2
सलामी,7
दे,507
तब,300
बंद,313
जाता.,15
वार्ता,42
देनी,24
चाहिए.,342
पूछा,136
निर्दोष,13
गांववाले,1
मारे,122
हालात,139
क्यों,195
उपमुख्यमंत्री,24
निर्मल,7
सिंह,1055
भारतीय,570
सीमा,140
भीतर,83
प्रभावित,87
रिहाइश,1
योजना,154
बना,326
पुंछ,25
नियंत्रण,55
रेखा,30
लगातार,288
दूसरे,307
अंधाधुंध,14
जिसमें,400
गई.,625
रक्षा,92
मंत्रालय,179
कर्नल,7
मेहता,24
मंडी,5
बालाकोट,12
सेक्टर,61
दोबारा,69
गोलियां,46
गोले,13
बरसाने,2
दिए,358
बजे,298
अब,1489
हमारे,194
सैनिकों,61
उचित,26
जवाब,310
दागने,2
वजह,551
सुबह,292
करीब,458
छह,117
शनिवार,174
नागरिकों,36
चुकी,269
छठी,17
शिकार,132
पाकिस्तानी,126
सौजियान,1
सेक्टरों,1
बिना,152
उकसावे,6
मेंढर,1
कार,180
गोला,6
जिससे,152
उसमें,85
सवार,95
क्षतिग्रस्त,10
देखने,240
वहां,434
जुट,41
उसी,177
दूसरा,82
मौजूद,236
ज्यादा,687
घायल,206
वर्षीय,131
बच्चे,163
देर,159
शाम,168
दम,59
दिया.,686
वह,1321
पांचवां,6
था.,2532
घायलों,11
अस्पताल,264
इलाज,136
चल,356
उनमें,83
हालत,112
चिंताजनक,9
बताई,52
अमेरिकाः,1
सिख,19
दंपति,12
पति,165
गंभीर,157
फ्रेस्नो,4
शहर,164
सिखों,7
हथियारबंद,9
लुटेरों,8
टहल,6
व्यक्ति,149
जानलेवा,11
हमला,274
कैलीफोर्निया,1
हमले,286
बुरी,70
जख्मी,39
वारदात,230
बदमाशों,158
उत्तरपश्चिम,1
रात,381
अंजाम,143
दी,1184
तभी,103
युवकों,58
तरफ,294
आते,145
देखा.,13
इससे,631
समझ,66
पाते,22
चाकू,63
तान,3
लेफ्टिनेंट,10
गोमेज,1
हवाले,51
केएफएसएन,1
टीवी,144
हमलावर,41
निकालकर,15
पैसा,113
उसका,284
मोबाइल,123
फोन,263
उसने,442
बात,1231
दोहराई.,3
मगर,122
था,1125
अपना,482
युवक,186
जिसकी,99
बुजुर्ग,26
होकर,127
नीचे,93
गिर,50
मदद,267
चिल्लाने,8
लगी.,42
घटना,382
देकर,139
आरोपी,469
भाग,89
निकले.,23
हालांकि,441
चुना,46
उनका,413
मकसद,56
लूट,66
अभी,520
दंपत्ति,3
वालों,195
सुराग,22
लग,151
पाया,117
समुदाय,99
रोष,10
एक्सट्रामैरिटल,5
अफेयर,22
फ्रेंच,18
पुरुषों,37
मौजूदगी,35
देशों,162
सर्वे,93
प्रतिशत,139
एक्ट्रामैरिटल,1
यही,233
वेबसाइट,117
सहयोग,63
पहली,410
डेटिंग,5
साइट,30
महिलाओं,233
पुरुष,42
पाए,70
प्यू,1
रिसर्च,34
वेसाइट,1
नियम,34
तय,231
यूजर,23
मैरिटल,1
स्टेटस,7
पूछते,13
कहती,69
दुनिया,324
शादीशुदा,17
जल्दी,41
चर्चा,238
चलते,258
आलोचना,50
झेलनी,8
इसकी,296
सफलता,56
असर,126
संपर्क,115
दिक्कत,39
प्रोफाइल,17
बनाई,102
तस्वीर,200
लगाई,80
हिट्स,2
इंतजार,93
लगा.,58
चौंकाने,32
वाला,351
रिक्वेस्ट,13
पता,353
चला,200
खराब,99
सेक्स,58
लाइफ,60
बोर,11
कही,95
कही.,25
हटाए,17
राष्ट्रपति,241
मिलेंगे,12
राजनाथ,92
व्यापम,11
घोटाले,52
आंच,7
संवैधानिक,29
पद,212
बैठी,32
पहुंच,237
समझा,13
आरोप,658
मद्देनजर,61
राज्यपाल,79
रामनरेश,1
यादव,404
फैसला,388
सुप्रीम,299
कोर्ट,838
जाने,760
याचिका,191
सुनवाई,226
नोटिस,100
अगली,57
जुलाई,115
होनी,85
आसार,14
अदालत,221
केंद्रीय,229
गृहमंत्री,35
गृह,176
सचिव,90
एलसी,1
गोयल,46
दोनों,887
बीच,852
प्रणब,28
मुखर्जी,59
याचिकाओं,7
सौंप,39
दी.,398
सीबीआई,177
आदेश,216
साफ,296
सभी,688
मामलों,135
संदेहास्पद,1
हों.,31
फवाद,5
करण,112
जौहर,55
सिंगर,42
अभिजीत,7
भट्टाचार्या,2
सिंगिंग,2
करियर,69
बिल्कुल,56
अच्छा,143
कारण,298
दूसरों,26
गंदे,4
कमेंट्स,9
लाइमलाइट,3
रहना,59
गायक,14
बखूबी,5
जानते,108
कैसे,187
आजकल,39
गाने,113
भले,69
ना,238
हों,38
बयानों,37
हाल,282
सलमान,379
बचाव,46
विश्वासघाती,1
सेक्सुएलिटी,1
ट्वीट,224
भद्दा,1
कमेंट,33
अक्टूबर,84
डिप्रेशन,14
क्योंकि,394
धोखा,16
कह,165
डाला.,28
..,14
ट्विटर,147
बेतुके,2
ट्वीट्स,4
जर्नलिस्ट,1
स्वाति,22
चतुर्वेदी,8
गाली,12
रिपोर्ट्स,42
माने,46
बेटे,153
बेल,14
करवाई,13
रो,4
वायरल,156
फोटो,153
कहानी,155
समयानुसार,6
एंजलिस,3
मार्च,175
समारोह,98
रखी,102
सितारों,26
एक्टर,161
अली,99
फजल,13
रिचा,5
चड्ढा,4
संग,93
सेल्फी,52
क्लिक,33
इंस्टाग्राम,54
अपलोड,33
बिलकुल,8
अंदाजा,38
विनर,19
लियोनार्डो,7
डि,4
कैप्रियो,2
पोस्ट,143
बाकी,123
स्टार्स,32
बैकग्राउंड,19
दिखना,5
महज,104
इत्तेफाक,12
फेम,13
सेलेब्स,37
शामिल,599
देख,169
रंग,66
कैप,4
पहने,24
सिलेब्स,1
एड्रियन,1
सितारे,26
हिस्सा,188
बनकर,44
बेहद,193
खुश,91
सेकंड,13
लीड,43
रोल,151
क्वीन,19
सेवक,9
अदा,27
फ्यूरियस,1
चुके,338
आज,435
सींचकर,2
मोहन,54
भागवत,34
भारत,977
करिश्माई,3
नेताओं,287
वाजपेयी,44
निधन,48
वर्ष,127
उम्र,164
राष्ट्रीय,221
स्मृति,33
शुक्रवार,246
राजकीय,9
सम्मान,101
अंतिम,90
संस्कार,34
गया.,928
पूर्व,420
प्रधानमंत्री,483
अटल,53
बिहारी,36
श्रद्धांजलि,8
इंदिरा,42
गांधी,450
स्टेडियम,19
सार्वजनिक,61
प्रार्थना,35
सभा,68
आयोजन,75
नरेंद्र,347
संघ,111
प्रमुख,227
बीजेपी,1156
अध्यक्ष,473
अमित,208
राज्यसभा,143
नेता,624
प्रतिपक्ष,7
गुलाम,15
नबी,9
आजाद,24
सत्तापक्ष,2
विपक्ष,139
रहे.,140
स्वयं,22
जीवन,83
बयान,359
करता,335
मुझे,342
सानिध्य,3
मैं,613
व्यक्तित्व,9
परिचित,6
रहा.,139
किशोर,50
मैंने,200
भाषण,76
कविताएं,2
सुनीं.,2
राजनीति,198
संघर्ष,46
होता,455
कार्य,55
रहते,134
अटलजी,2
सबके,44
प्रति,136
मित्रता,7
बताता,23
कहीं,166
जाए,124
सिखाया,5
आरएसएस,66
शब्द,53
जैसा,81
समर्थन,190
विरोध,267
कठिन,14
कवि,15
चेहरे,58
हमेशा,139
मुस्कान,7
रही.,97
जिंदादिली,1
कभी,274
कम,482
तनकर,1
सामना,81
याद,102
रहकर,14
स्वयंसेवक,18
कुशलता,2
संवेदनाओं,3
जीवित,10
रखा.,26
वृक्ष,5
छाया,12
फल,23
देता,88
रहता,85
गुणगान,3
गर्मी,21
जूझ,17
किसने,17
सींचा,1
जिन,101
लाभ,85
विपरीत,11
परिस्थितियों,12
सींचने,1
बैठे,86
चले,55
पीएम,446
मई,172
परमाणु,46
परीक्षण,41
हुआ.,202
उसके,752
प्रतिबंध,57
लगा,359
चुनौती,97
ताकत,61
अहसास,9
कराया.,17
लंबा,26
हाथ,208
कैसा,18
करके,274
किसके,17
हो.,137
व्यवहार,28
लंबी,60
बीमारी,46
अगस्त,128
एम्स,23
शोक,15
ऐलान,143
राज्यों,134
आयोजित,103
विभिन्न,85
दलों,115
वरिष्ठ,147
जाधव,41
हुआ,833
निकम,3
मजबूती,29
पक्ष,136
कुलभूषण,22
इंटरनेशनल,43
सुनाएगा.,3
टिकी,10
होंगी.,29
आएगा.,27
हस्तियों,17
गये,23
वकील,128
उज्ज्वल,2
करेगा,29
विएना,1
संधि,3
उल्लंघन,56
नहीं.,118
सिर्फ,439
पैरवी,10
हरीश,6
साल्वे,2
सात,117
कितनी,60
सीरियसली,3
बताना,23
हूं,194
वापसी,53
राह,20
बेडरूम,18
जाएगा,81
मूड,29
बातों,76
कहना,384
आपके,172
पार्टनर,82
रिलेशनशिप,25
कहने,47
समय,665
हमारी,142
टाइमिंग,4
इतनी,96
गलत,140
होती,325
जाता,558
कोशिश,413
जानी,37
चाहिए,140
माहौल,83
जाए.,171
अगर,591
करें,142
लागू,151
प्यार,140
भरे,27
पल,33
संवेदनशील,24
मुंह,55
निकला,20
अंतरंग,5
पलों,10
अहम,153
भरोसे,18
न,570
दें.,50
गलती,32
पूछें,2
पहला,124
मौका,126
भी...,1
साथी,73
तुलना,57
प्रेमी,34
करें.,170
जिक्र,109
दोस्त,117
पैसों,47
बातें,124
तुम्हें,14
देखना,85
अजीब,20
सकती,421
घोषणापत्र,8
जिनसे,15
चुनावी,113
एजेंडा,29
लोकसभा,413
चुनाव,1002
जवान,143
रोजगार,50
जरिए,311
सेट,55
हिंदुत्व,16
राष्ट्रवाद,17
एजेंडे,26
आगे,312
जुटी,45
मंगलवार,224
घोषणा,145
पत्र,116
मुद्दे,171
सके.,96
वादा,64
सत्ता,129
सशस्त्र,5
बल,71
अधिनियम,31
समीक्षा,27
जाएगी.,182
देशद्रोह,43
कानून,258
समाप्त,21
सारे,86
वादों,13
सियासी,76
बिसात,5
बिछाने,3
मतलब,78
चाहती,132
जंग,52
फतह,7
कवायद,17
सुरक्षा,374
बलों,75
अधिकारों,25
मानवाधिकारों,1
तहत,283
संतुलन,16
संशोधन,71
करेगी,24
जबरन,36
लापता,46
यौन,124
यातना,1
मिली,300
छूट,34
हटा,56
लिया,665
जाएगा.,347
वादे,24
घेरने,11
मंत्री,604
अरुण,100
जेटली,99
शाह,250
मैदान,97
उतर,40
खतरनाक,43
मेनिफेस्टो,6
हवा,32
आती,90
दंड,17
संहिता,19
परिभाषित,2
धारा,84
खत्म,192
दुरुपयोग,10
बनाए,120
महत्ता,3
नागरिक,81
स्वतंत्रता,36
लोकतांत्रिक,16
गणराज्य,1
पहचान,125
कानूनों,6
उद्देश्य,25
स्वतत्रंता,1
देना,148
मूल्यों,5
दर्शाने,2
आईपीसी,32
सेक्शन,13
अपराध,77
वोट,254
हकदार,5
बदलने,44
साहस,4
जवाहर,9
लाल,75
राजीव,59
मनमोहन,36
लगाया,300
नासमझी,2
राहुल,380
जिन्हें,87
विचार,99
नरम,12
रुख,61
अख्तियार,6
आएंगे,16
राज्य,533
देंगे.,75
सूबे,44
शर्त,19
करेंगे.,250
परिवार,358
ऐतिहासिक,50
भूल,29
माफ,32
नरमी,5
मुद्दा,86
ब्लास्ट,23
फैसले,227
महाराष्ट्र,169
वर्धा,1
रैली,108
हिंदू,79
आतंकवाद,101
शब्दावली,3
निशाना,158
साधा,43
विपक्षी,81
लगाते,49
धर्म,81
शांतिप्रिय,2
अनुयायियों,7
अपमान,26
जाग,4
दंडित,6
निर्णय,50
आतंकवादी,81
प्रयोग,39
कलंकित,6
प्रयास,78
दुख,36
आपने,71
हिन्दू,21
सुना,43
हजारों,64
इतिहास,114
उदाहरण,32
सवाल,440
हिन्दुओं,4
पाप,5
भलीभांति,1
स्क्रीन,47
बावजूद,152
कमाई,131
निकली,21
शुरुआत,200
अच्छी,123
रफ्तार,56
रेस,15
रितिक,24
रोशन,26
काबिल,12
साबित,118
कलेक्शंस,2
हैं...,14
आपसी,29
टक्कर,34
पार,89
बुधवार,217
तीसरा,17
छठा,4
गिरी,11
फासला,4
रिलीज,346
कामयाब,74
स्टारर,30
मुनाफे,6
प्रोफिट,1
पर्सेंटेज,1
खाली,56
लापरवाही,29
अशोक,54
चव्हाण,2
बिल्डिंग,33
गिरना,5
दिखाता,9
चिंता,90
डोंगरी,1
बारिश,93
जलभराव,15
मंजिला,8
इमारत,49
हादसे,80
खबर,297
गिरने,29
राजनीतिक,174
बयानबाजी,12
भिंडी,5
बाजार,158
शिवसेना,76
नीलम,12
गोरे,2
घोषित,81
इसको,38
घटनास्थल,44
टीमें,10
हादसा,33
फायर,19
ब्रिगेड,13
मौके,275
स्थानीय,125
राहत,79
एवं,123
एजेंसियों,62
मिलीमीटर,12
मूसलाधार,1
उपनगर,1
विक्रोली,2
घरों,50
ढहने,2
दिलाई,9
थीं,45
प्रियंका,138
यूपी,318
टारगेट,25
डबल,27
प्लस,11
दिखती,11
सीटों,283
फोकस,17
लाख,420
मिलता,63
परंपरागत,12
सीट,297
कार्यकर्ताओं,94
उत्साह,16
कमान,35
संभाली,3
उत्तर,465
उम्मीदें,16
लखनऊ,106
नवेले,1
दिखने,27
ताजपोशी,2
स्वागत,56
तैयारियों,19
जुटा,15
आखिर,80
जुबान,14
अकेले,40
जीत,258
छोटी,47
पूर्वी,45
सीटें,168
योगी,94
रणनीति,44
पश्चिमी,44
बांटा,10
बांटकर,3
पूरब,2
अवध,3
खाते,71
होंगी,18
कानपुर,47
नोएडा,59
ज्योतिरादित्य,3
सिंधिया,5
देखेंगे.,9
जीतती,5
मिलते,51
हिस्से,48
अमेठी,17
रायबरेली,7
सरीखी,2
जोर,83
वापस,168
लेगी.,11
परेशान,102
प्रभाव,56
स्थापित,27
होगी.,286
जानिए,43
गजल,15
मेहदी,6
हसन,21
मेंहदी,3
जिनकी,45
आवाज,67
दीवाने,4
लाखों,28
अलविदा,16
इंतकाल,1
जून,153
था...,3
जन्म,62
राजस्थान,151
झुंझुनूं,1
विभाजन,15
पालन,49
मेकेनिक,1
तौर,322
ठुमरी,1
गाकर,2
संगीत,34
लता,5
मंगेशकर,4
गले,48
बोलते,37
जिंदगी,126
आखिरी,112
गंभी,1
गाना,40
मुसलमानों,58
नागरिकता,54
अफवाह,39
फैलाई,6
छिनने,2
दलितों,56
शोषितों,2
भ्रम,30
फैलाने,34
झूठ,23
बोलने,46
प्रदर्शनों,13
करारा,15
बोला,38
रामलीला,10
जनसभा,21
संबोधित,93
संसद,143
उज्जवल,1
भविष्य,49
जनता,358
चुने,24
अफवाहें,10
भ्रमित,6
भावनाओं,17
पूछना,13
नियमित,28
आपसे,23
आपका,74
जाति,43
सबूत,79
मांगा,35
मिला,147
ईसाइयों,2
मिला.,66
देशवासियों,6
लगाव,5
जीते,22
साधते,27
सी,69
बुद्धि,9
उपयोग,42
करो.,9
घेरते,3
जाइए,5
मेरे,237
कीजिए.,9
बू,1
रख,92
दीजिए.,11
प्रत्यूषा,11
बनर्जी,73
जताया,28
व्यक्त,38
दुख.,1
चर्चित,20
धारावाहिक,5
आनंदी,2
किरदार,135
निभा,35
जमशेदपुर,11
एक्ट्रेस,136
प्रत्युषा,3
सदमे,7
डायरेक्टर,102
करन,8
अरबाज,17
सिमी,17
ग्रवाल,1
मधुर,20
भंडारकर,8
कांदिवली,1
फांसी,211
आत्महत्या,66
ली,219
शव,104
पंखे,9
लटकता,2
कोकिलाबेन,5
जाया,56
मृत,17
जताते,28
सुनकर,41
आत्मा,8
शांति,83
मिले.,51
शक्ति,38
दे.,21
परिवारों,41
दोस्तों,67
सीख,11
डिप्रैशन,1
चिकित्सीय,4
स्थिति,225
मानते,56
नजरअंदाज,11
ग्रेवाल,4
मृत्यु,12
केवल,107
सीरियल,48
देखती,14
लिए.,33
सहारे,18
ढाबे,11
मध्य,167
नीमच,2
किनारे,43
छापा,26
मारकर,52
रैकेट,21
अनैतिक,5
देह,18
व्यापार,45
नेशनल,102
हाईवे,22
चलाए,9
अभियान,119
चल्दू,1
मारा.,8
महिलाए,2
कारोबार,77
लिप्त,4
पाई,62
नौ,60
नाबालिग,87
ग्राहक,25
तरुण,6
नायक,2
मुखबिर,6
सूचना,148
आधार,220
जेल,411
भेज,136
राजस्थानः,4
दामाद,18
सास,11
पारिवारिक,7
विवाद,186
वार,34
हत्या,530
बोल,64
प्रतापगढ,3
बाहरी,27
रामजी,5
विवाह,18
केसर,4
देवी,100
दोनो,5
संबंध,168
ठीक,128
तनाव,52
अधिकारी,236
धापूडी,2
कहासुनी,13
इतना,171
तेजधार,3
पचास,16
मीणा,22
बचाने,65
फरार,157
कब्जे,46
पोस्टमार्टम,40
मसूद,41
अजहर,29
खुली,15
आतंकियों,241
जैश,19
सरगना,31
पोल,70
खोल,35
इमरान,99
नसीहत,16
हिंदुस्तान,32
जहर,20
उगलने,3
नीति,56
संयुक्त,102
राष्ट्र,80
संबोधन,16
विदेश,146
महमूद,7
कुरैशी,36
यूएन,16
राग,4
महासभा,19
उठाते,28
अनसुलझा,3
वर्षों,30
इंसानियत,8
दाग,10
स्थायी,15
हासिल,199
असल,38
डाल,47
मजलिश,1
खुलासा.,1
मसलन,4
इकराम,1
मसला,17
ए,32
ईरान,47
बौखलाहट.,1
जनरल,69
असेंबली,6
सालाना,20
इजलास,1
तकरीर,1
काबिले,1
हुकूमत,4
हमें,160
अच्छे,110
मसले,50
पुरजोर,9
फिलिस्तीन,1
हिमायत,2
शुक्रिया,12
आपत्तिजनक,24
भाषा,78
देती,64
मुजाहिद्दीन,11
सबक,28
सिखा,3
बंदिशे,1
इंडिया,221
धमकी,102
खौफ,18
भरा,42
कोशिशों,19
टिप्पणी,78
ताकतवर,12
दबाव,80
संभाजी,2
भिडे,11
घातक,10
गांधीवाद,3
रोग,14
शिव,41
प्रतिष्ठान,4
हिंदुस्थान,4
दक्षिणपंथी,5
संभाजीराव,6
गुरुजी,3
एकबार,8
कसा,8
एनआरसी,9
बरसे,4
सांगली,4
नेतृत्व,118
निकाली,18
रजिस्टर,8
प्रसिद्ध,18
अभद्र,9
छत्रपति,10
शिवाजी,12
महाराज,26
प्रतिमा,42
पहुंचकर,25
तब्दील,21
संजयकाका,1
सुधीर,11
सुरेश,29
राष्ट्रवादी,10
उद्धव,6
ठाकरे,34
वित्त,127
साले,5
कणेरी,1
मठ,2
मठाधीश,1
काडसिद्धेश्वर,1
संख्या,197
हुए.,112
गौरतलब,190
अधिवेशन,3
बुद्ध,8
सहिष्णुता,4
संदेश,59
उपयोगी,5
पुत्र,25
बुद्ध...प्रधानमंत्री,1
गिनती,11
प्रभावशाली,6
पुणे,24
साइंस,13
एमएससी,3
गोल्ड,18
मेडलिस्ट,1
फर्ग्युसन,1
फिजिक्स,3
प्रोफेसर,28
ट्रेनिंग,62
लौटे,13
लश्कर,23
आतंकी,373
दबोचे,2
हिन्दुस्तान,6
दाखिल,95
बारामूला,4
एजेंसियां,34
पहुंचे,126
कहां,77
सुरक्षाबलों,46
सीआरपीएफ,36
दबोचा.,6
वीजा,23
इरादे,15
लौट,40
आए.,105
अब्दुल,31
माजिद,3
भट,5
मुगलपुरा,1
सलूरा,1
करीरी,1
अशरफ,14
मीर,3
पालपोरा,1
पट्टन,1
थाने,113
मुकदमा,53
अधिकतर,18
बलूचिस्तान,8
कैंप,20
इस्लामाबाद,28
कमांडर,41
कोड,13
नेम,5
हंजाला,1
अदनान,7
उमर,26
नावेद,2
हतफ,1
उच्चायोग,14
दिलाया,20
युवाओं,66
बरगला,1
दिलवाते,1
लौटकर,7
अर्जुन,47
