vyanjan,frequency
क,211688.0
ख,15533.0
ग,44007.0
घ,3660.0
ङ,0.0
च,22091.0
छ,5846.0
ज,52291.0
झ,1719.0
ञ,307.0
ट,33298.0
ठ,3546.0
ड,21033.0
ढ,1879.0
ण,4866.0
त,80092.0
थ,16790.0
द,58886.0
ध,11447.0
न,121933.0
प,70974.0
फ,17672.0
ब,52846.0
भ,18544.0
म,100104.0
य,61305.0
र,190934.0
ल,92113.0
व,48463.0
श,26537.0
ष,8084.0
स,119877.0
ह,110263.0
