ending,frequency
को,8
सकतीं,5
जताई,16
बदला,4
फायदा,1
साधा,24
सुलझाया,1
दिलाई,10
रहे...,2
कराएंगे,5
गिराया,10
करवाए,2
पहुंचाया,11
गरजेंगी,1
चलेगा,13
चलाई,3
दिमाग,1
उठाए,10
शादी,3
राजपूत,1
किए..,3
वजह,2
बनी,10
बनाई,16
हेयर,1
फांसी,1
जल्लाद,2
कब,1
मलिक,1
मांगा,6
देगा,30
ए,6
के,14
दिखी,5
रहेंगे,52
कराए,7
दिखाई,16
मत,1
मनवाया,1
बंटोरी,1
जानता,3
का,22
आयी,1
विकास,1
गयी,4
बची,1
बहाया,3
फेकें,1
रखें,20
तक,3
शुरू,1
रुपये,1
लेंगे,35
पी,14
यू.यू,1
दिखे,18
जीता,8
स्व,1
एच.डी,2
ठहराया,7
उतारेगी,3
लगाएं,14
दिये,1
लगे,65
सुना,4
दिखाया,8
देगी,31
चलाईं,1
संभालेंगे,2
एक,2
मिलाते,1
शब्द,2
दिखाओ,1
उकसाया,1
देखता,1
जाइए,1
परोसे,1
वयस्क,1
एल,2
मनाया,8
कीं,13
लगाया,30
हैंं,1
के.पी,4
खरीदेगा,1
उठाएंगे,4
खेली,2
बजट,1
समझा,6
उम्मीद,1
संबोधन,1
उस्ताद,1
दिन,4
जानती,1
लौटाएंगे,1
वाला,2
एंट्री,1
लाएंगे,7
आजमाएंगे,1
उतरेंगे,2
बधाई,6
बोला,20
कहूं,1
लूंगा,5
सौंपेगी,3
कहा,36
थें,4
पाते,7
नोचते,2
सुनी,8
जाते,10
ले,7
पाय,1
चीखती,1
भी,23
दोस्त,1
ट्वीट,1
दिलाएंगे,4
चलेगी,4
दरार,1
सच,2
बनीं,11
छटेगा,1
पालें,1
जे,3
भेजा,13
डराती,1
रहती,1
पाता,8
सुलझता,1
की..,2
पहचानता,1
देखो,2
बनाएगा,1
धरम,1
उतारी,1
पर,10
होते,7
मुकाबले,2
बनाए,15
जमाए,1
खटखटाया,2
सकेगी,6
चाहिेए,1
परेशानी..,1
दिखुंगी,1
होती,15
पीटा,8
जायेगी,1
होंगे..,1
आदि,2
खबर,2
चलें,1
बचें,8
सकी,10
मिलेंगे,20
लगाए,29
पता,6
बताइए,2
मांगिए,1
आऐ,1
खाऐंगे,1
कराई,22
खोला,3
उठाया,23
करवाया,6
महामंच,2
रहीं,32
बनेंगे,12
हेडली,1
सबब,1
तौलेगा,1
बनाएंगे,7
बदलता,1
कहते,3
महीने,1
लीजिए,8
मजबूरी,1
उगली,1
डा,4
पहुंचेंगी,2
बनेंगी,1
बदलाव,2
बैठे,7
पाई,23
उभरी,1
डाली,15
सुनाई,13
मानें,1
पास,3
में,39
वर्णन,1
आएंगी,39
चलाएगी,1
पिलाई,2
उठाएगी,6
लोचा,1
पाती,5
पहुंचेगी,5
अहमद,1
सुतारिया,1
लौटे,3
चटकाया,1
बेवकूफ,1
चैनल,2
लगाएंगे,5
चाहती,3
डालें,2
तभी,2
मानी,1
खुला,7
आपको..,1
निकालें,3
पहुंचाएगी,2
देखें,5
सहारा,1
सफर,1
मिलीं,9
आएं,5
डरे,1
चाहूंगीं,1
शेड्यूल,1
एन.एन,1
हराया,5
रनोट,1
वन,1
से..,2
कराएगी,4
जीतेंगी,1
बख्शेगी,1
जीती,2
सकेंगे,24
करूंगा,10
जानते,4
कहूंगा,3
जायेगा,7
मिठास,1
सिमटी,1
चखा,1
नैया,1
वोटिंग,1
मतदान,3
जीतीं,6
पूछे,3
तोहफा...,1
निकाला,9
तस्वीरें....,1
बनाया,25
सांसद,1
दिखेंगे,12
बंधेंगी,1
रचाएंगी,1
सौंपेंगे,3
पेंशन,2
महिमा..,1
डमरूधर,1
त्रयंबकेश्वर,1
शक्ति,1
निकलें,1
जताएगा,1
दोहराया,2
देखेगी,1
देंगी,9
खेलेगी,4
लिखेंगे,4
कमान,1
भेजेंगे,1
पाएगी,7
दूंगा,4
लपेटें,1
कार्य,1
कर्मी,1
गये,3
बदले,3
लेगा,13
कारण,1
हाहाहाहा..,1
लूं,1
शुक्रिया,5
करतीं,2
दिखाती,1
रहूंगी,1
खुशखबरी,1
रिपोर्ट,2
दिखेगा,5
डाले,10
रोटियां,1
पहुंचाए,4
लाया,4
डाडा,2
हीरू,1
कौशिक,1
जनप्रतिनि..,1
पहुंचाएंगे,2
फीसदी,1
चलेंगे,3
दिखाए,3
चूक,1
दीं,14
बरसाईं,1
पटेल,1
सुनें,2
मैगी,1
मिलती,4
समझी,1
खुश,1
लाओगे,1
पहुंचा,14
बचाई,2
बुझाया,1
खाती,1
एक्टिंग,1
देओल,1
रिसेप्शन,1
लीग,1
गयीं,2
सोचा,1
क्या,13
वहां,1
दोगुना,1
दिलाएगा,1
बनेगा,10
कांग्रेसी,1
रखूंगी,2
लागू,1
से,15
सौंपी,1
गिरीं,1
बचाया,3
गिरे,2
गुजारी,1
लीं,5
लगवाएंगे,1
मिलें,3
अलर्ट,1
अपनाए,1
बाद,4
गिनाया,3
जाऊंगा,3
संधू,2
निभाया,4
दिखा,5
माना,3
जाओ,3
मंगलवार,1
प्वाइंट,1
बेटी,1
मचाया,3
चली,11
कहीं,7
यूं,2
आर.के,4
किस्से,1
पूछा,6
माने,1
संभाला,8
खाई,2
हटाया,2
वी,8
हमला,1
लक्ष्य,2
बताईं,1
पाईं,5
पहनें,5
लेते,4
भेजेगी,1
मो,5
जाना,5
है्,1
में..,2
दिखता,4
देंखे,1
घूमें,1
मिलेंगी,2
आशंका,1
कहेंगे,4
लाए,2
कसा,5
ओह..,1
आरोप,1
परिवार,1
अंजाम,4
अपडेशन,1
निकालेंगे,3
भेजना,1
रची,3
खान,3
देश,2
निकली,9
चीफ,1
आईएसआई,1
इराक,1
सीरिया,1
छपे,1
हो..,1
बरपा,1
झंडे,1
मुक्त,1
आदेश,1
ऐलान,2
दिखेंगी,5
मिलाएं,1
रखो,1
चाहते,8
चाहिये,1
मनोकामना,1
बनें,1
बनेगी,5
जी,9
नकारात्मक,1
हिंद,2
मातरम,2
इंडिया,1
क्यों,4
सदगमय,1
ज्योतिर्गमय,1
गमय,1
करवावहै,1
विद्विषावहै,1
आप,2
चाहेंगी,1
आसानी..,1
माएगा,1
ठाने,1
कैद,4
रूकेगी,1
बी.एल,1
निबटाईं,1
प्रो,8
डी.पी,2
बताएगा,2
सीरियल,1
आयोजन,1
ठनी,1
आपत्ति,1
पाएंगी,2
लगेंगी,3
चलेंगी,6
जाएंगी,26
किमी,4
जायगा,1
आपत्ति..,1
भरें,1
एग्जामिनेशन,1
घेरा,2
उठाई,2
नसीहत,1
हिचकिचाएं,1
बख्शेंगे,1
आता,7
रोकें,2
लाएं,1
शूट,2
खबरें..,2
टोका,1
रोका,2
जरूरी,3
गुजरा,2
चाय,1
कैसे,5
फूड,1
पहुंचेंगे,10
समाना,1
खिलाए,1
खिलाई,1
होइए,1
स्टाइल,2
जैसा,1
लगकर,1
स्क्रीन,1
इंडिया..,1
मिलन,1
संपन्न,9
बना,2
संगठन,1
सजाएंगे,1
डी,1
पुलिस,2
सिखाएगी,1
करवाईं,1
मैनपुरी,1
कमाई..,1
वर्मा,1
कास्ट,2
देखकर,2
पहुंचीं,8
बुलाई,1
टी,2
झुके,1
ई,2
ओ,4
बांटी,1
अंदाज,3
रिएक्शन,1
गुजारा,2
मारे,3
सिया,1
मां,3
गोदा,1
धोया,1
शो,1
बताएंगे,4
उतरे,4
कीमत,1
सम्मान,2
इंतजाम,1
दिलवाया,1
डरते,2
यू,1
को....,1
टिप्स,1
अपनाएं,2
सुलझाएं,1
बरतें,1
रुके,1
बनेंगी..,1
दिखाएगी,2
ही,5
लौटी,2
छुआ,1
कदम,2
वाले,1
रखते,2
बचाएं,1
दिलाएं,1
बात,2
मागी,1
व्यवहार,1
मिश्रा,1
जियो,1
स्टोरी,1
बनती,2
घाट,3
जाप,2
चोरियां,2
लगता,4
सिंह,4
देना,3
दुकानदार,1
लौटा,1
खुले,1
तो..,1
उठेगा,2
कोचलिन..,1
भूलेंगे,2
स्वागत,12
सम्बोधन,14
स्टेडियम,1
रचाई,1
मामला,1
कराएगा,4
भरी,1
होंगीं,1
पार्टनर,2
अकेले,1
आर.पी,5
टैटू,1
थिमैया,1
रखियेगा,1
बनायेगी,1
भुनाएगी,1
संभालिए,2
निर्माता,1
आलिया,2
पहुंचाईं,1
मानते,2
धन्यवाद,2
सुल्तान,1
उतारा,4
कांग्रेस,1
टटोलें,2
बगदादी,2
लेना,1
गया.,1
आतंकी,1
भरा,4
धंसी,1
उठा,5
कहा..,1
जिम्मेवार,1
गौतम..,1
फंसाया,1
खेल,2
मांगे,2
निकाले,1
मिलूंगी,3
लूंगी,1
सीट,2
चटाई,1
उभरा,1
बेलसंड,1
कमाए,5
रखिए,2
ने..,2
खींची,1
आईसक्रीम,1
कहां,1
सौंपे,1
शुरुआत,1
मर्दानी,1
कैसे..,1
चाहिए..,1
करता,7
कराते,1
दूसरा,1
फंसें,1
सकीं,1
लहराएगी,1
खूबियां,1
बातें..,2
ठग्स.,4
बातें.,1
ठग्स..,1
जाफरी,1
डरें,1
बिताया,3
क्रिकेटर्स,2
आजादी,1
खलल,1
नजर,2
कौन,2
करीना,1
सराहा,2
में.,1
सम्मानित,1
ड्रामा,1
कपूर,2
फर्नांडिस,1
मानता,1
देता,5
चाहता,8
रखवाऊंगा,1
चलवाएं,1
चलवावो।,1
हैं।,2
पाओगे,1
घूमे,1
मिलाया,3
बेताब,1
घुसी,1
पैसे,1
दास्तान,1
थमा,1
होतीं,2
बातचीत,2
बांटा,1
बीजेपी,1
जीतें,1
विरोध,1
बचाव..,1
लाएगी,1
अप्रवासी,1
भारतीय,1
दिखाएंगे,1
इसमें,1
एच.के,1
बी,2
एम.एस,1
निभाएंगे,4
बुझाई,1
बनवाएं,1
मौका..,1
जश्न,1
मि,2
शुभकामनाएं,2
मोदी,4
कनेक्शन,2
सवाल,1
सप्लाई,1
समझाया,1
उतरेंगी,1
बरपाया,1
चलीं,1
किये,2
लिये,1
लियोन,1
रेड्डी,2
कम,3
कानून,2
मनाएंगे,3
वजह..,2
बैन,1
रहना,1
निकलना,1
और,1
गुड,1
जारी,2
टिकट,1
बुकिंग,2
फाजली..,1
सरताज,1
फरवरी,1
और.,1
कुछ..,1
लुक..,2
जाए..,2
पेंट्स,4
वोट,3
चालाकी,1
चलाया,3
डेटा,1
दत्तो,1
जिए,1
सिमरन,1
जाऊं,1
शरीर,1
मुहर,1
अधिसूचना,1
नियुक्ति,1
मारापीटा,1
भोगा,1
बैठी,2
चलाइए,1
फायदे,2
दिव्यांका,1
वर्कआउट,1
मोटिवेट,1
चाहतीं,1
एस.के,1
कार्रवाई,1
कसेगा,1
सोचता,1
देखिए,4
कुमार,3
यादव,2
जुटाएगी,2
सच्चाई,1
पहने,1
रुकेंगे,2
गिनाए,1
मिनट,3
रखीं,1
लूजर,1
एजुकेशन,1
आर.एन,2
जातीं,1
लेंगी,5
डिजाइन,1
बंधेंगे,1
टूटे,1
गांधी,3
ट्रेलर..,1
शिवाय..,1
शिवाय,1
वापसी.,1
उपाय,1
मिलवाया,1
मारोगे,1
रुकी,1
कुचला,1
पटका,1
खेला,5
अंगूठी,1
स्थापना,1
मनाएगी,1
कराएं,2
एक्टर,2
मरे,2
हां,1
महल,3
तस्वीरें,2
रोड,1
बिल्डिंगें,1
समझिए,1
मदरसा,1
मैदान,1
दागे,3
चाहेगी,1
बटोरे,1
चुनी,1
बुमराह,1
बेनेट,1
लगती,1
सुझाया,1
सेजल,1
एजेंसी,1
कैसे.,1
बनायेगा,1
प्रियंका,1
एम.एम,3
केरोसीन..,1
अपनाई,1
रहो,2
रहते,1
बोले,1
निभाएगा,1
मानती,1
रोकेंगे,1
मांगेंगे,4
धमकाया,1
रोया,2
मांगी,2
समझया,1
लाई,1
अपनाएंगे,1
बरतेंगे,1
चूकी,1
नौटंकी,1
उठाता,1
वृद्धि,1
लिखे,2
मुझे,1
उतरा,3
बटोरी,1
सुनाऐ,1
मुलाकात,5
मुश्किल,1
स्वतंत्रता,1
नाम,1
जुटी,3
घोष,1
यादें,1
ढूंढेंगे,1
करोगी,1
स्टोरेज,1
पायें,1
जायेंगे,3
नदारद,1
पहुंचती,1
सैलरी,1
करेगे,1
काटेंगे,1
बनाएंगी,1
सीखेंगे,2
निभाई,1
राजतिलक,1
जुटाए,4
टी.एस,1
कबीरपंथी,1
बनवाए,1
आते,2
बच्चे,1
बैठा,3
सिद्दीकी,2
आजमी,1
गाएंगीं,1
दागी,2
राज..,1
पातीं..,1
छिपाएं,1
फूटेगा,1
घसीटा,2
अतिरिक्त,1
दूर,1
खीचेंगे,1
आती,3
क्या..,2
डलवाएं,1
जलाएं,1
लिखें,2
जे.बी,1
मुबारकबाद,1
फिल्म,2
कभी,1
पर्सन,1
एस.एस,1
दें..,1
करवाई,6
जोर,1
पहचान,1
अंश..,2
अंश,1
सीखी,1
एस.ए,1
फेंका,1
उठाएं,1
गिरा,1
भारत,1
लाएगा,1
बैठीं,1
एन,2
हवा..,1
इलाज,1
वारदात,2
बिछाया,1
पहनाई,1
लपेटा,1
है...,1
सरप्राइज,1
ठहरी,1
फूंका,1
करूं,2
नजर..,2
आहे,1
पाहिजे,1
अलग,1
समझे,1
बताएं,1
लगवाओ,1
जुलाई,1
बांधा,2
खिलादे,1
हंसाया,2
खरीदा,1
होगा..,1
रखना,1
रहूंगा,1
रहूँगा,1
चेतावनी,1
जानें,2
मुलाकात..,1
देखूंगी,1
देखोगी,1
हूँ,1
चाहूंगी,2
करूंगी,2
मैं,2
सुरक्षा,1
चुहिया,2
भागेगा,1
अनुमान,1
आसार,1
पानी,1
पी.के,1
ओ.एन.वी,1
...,2
पीयें,1
अंदर,2
क्यूट,1
कहलायेगा,1
ट्रांजिट,2
कहेगा,2
उतरेगा,1
मुख्यालय,1
कौआ,1
खरीदी,1
पार,1
सकेंगी,2
जीतेंगे,1
भइया,1
जय,2
लगवाये,1
खोया,1
दिलाए,2
लोग,1
होगें,1
खोलेंगे,1
बीता,1
टक्कर,3
उलटफेर,2
एम,1
पाठक,1
बतायेंगे,2
खेर,1
कल,1
फेंके,1
पहचानिए,3
लहराई,2
सीखा,3
सवाल..,1
भुलाकर..,2
खेलेंगे,1
सुधरेगा,1
जिओगे,2
करोगो,1
प्यार,2
बरसे,1
बटोरीं,1
चलती,1
जल्द,1
बा..,1
मिलाए,1
पिलाया,1
करवाएगी,1
प्रा.लि,1
लिखा,2
उतरी,2
गाया,2
चाहें,1
लो..,1
पाएंगे..,1
फायदे..,1
बैठेंगे,1
बेची,1
कोसा,1
रोको,1
मर्द,1
समझेंगे,1
स्टेज,1
स्किन,1
छीनेगी,1
गिरी,1
गुजरी,2
निकालो,1
बनना,2
बहुत,1
गई.,2
निकलीं,3
भागी,1
धोएंगे,1
लगें,1
डिसूजा,1
मीडिया,1
ली..,1
सिक्योरिटी,1
दिखें,1
सरकार,2
चटकाए,1
कोहली,1
मौका,1
बडी..,1
चाहूंगा,2
अंबानी,1
फीचर्स..,1
चलाएंगे,2
बचे,2
मीन,1
बिना,1
राजनीति,2
रणनीति,2
कूटनीति,2
दंडनीति,2
ब्रह्मास्त्र,2
अंधेरा,1
जाएंगें,1
के.सी,2
दल,1
रोएगा,1
श्रीसंत,3
टिप्स..,2
खान..,1
फैलाएगा,1
महिलाएं,1
बस,1
चरित्र,1
प्रश्न,1
मंगवाए,1
फैलाया,1
धरदबोचा,1
चाहेगा,2
निकलेंगे,1
सींचा,1
पं,2
परखा,1
लूटी,1
प,1
विचार..,2
लाभ,1
जानें..,1
मिलेंगे..,1
घटी,3
रोए,1
बचेगा,2
भगाया,1
पी.पी,1
भूलें,1
बिल,1
खीचीं,1
बसे,1
हटते,3
बैठेंगें,1
लगाते,2
नेतन्याहू,1
सुनाएगी,2
डालेगा,4
डालेंगे,1
उपकर,1
आर.सी,1
गिरावट,1
बदली,3
चेक,3
टूटी,1
रेंगी,1
विपक्ष,1
वाली,3
बोलेंगे,1
कहे,1
जमाई,1
जिंटा,1
अछूती..,1
खोलेंगी..,1
रहतीं,1
वस्त्र,1
नेचर,1
चलवाईं,1
गैंगवार..,1
गिनाईं,1
निपटेंगे,1
गालियां,1
सिस्टम..,1
गुनहगार,1
हैं...,2
सीएस,2
उठेंगी,1
बचाईं,1
घंटा,2
राजस्व,1
नवसंरचना,1
करती,1
रिजल्ट,1
बुलाएगा,1
फूटा,2
छपेगी,1
दिखती,1
दूर..,1
किया..,1
साथ..,1
राय,1
फरमाइए,1
नवाजा,1
आजमायी,1
कमाई,1
अमोस,2
एल.वी,1
कहूंगी,1
ह,1
तलवारें,1
फैलाना,1
महादेव,2
खबर..,1
न,3
लें..,1
खुली,1
कराएंगी,1
प्रधानमंत्री,3
साहेब,1
सर,3
लिखा..,1
खिलाएं,1
जलायें,1
जलभराव,1
कराची,1
खोली,1
होवरक्राफ्ट,1
दिखीं,1
बेचा,1
फेरे,1
लेंगीं,1
दिक्कत,1
डिटेल,1
लिस्ट,1
मामले,1
करेंगे..,1
बिताएंगे,1
जानेंगे,1
जले,1
सलाम,1
नाते,1
उठे,1
एस.एच.ओ,2
लाली,1
खुलेगी,1
देती,2
ये..,1
इतिमारपु,1
कौर,2
येंदाला,1
निशाना,1
बहेगा,1
टकराई,1
मांगते,2
मिला..,1
बुरी,1
बताऊंगा,2
इजहार,1
हनीमून,1
सी,1
हटाएगी,1
मजबूत,1
दांत,1
है.,3
रेलवे,2
इटारसी,1
हड्डी,1
दूं,1
रखूं,1
बताएगी,1
आवाजाही,1
आएंगे..,1
समझता,1
चलाएगा,1
खुलवाएंगे,1
शुक्ला,3
जुटेहैं,1
सरकारें,1
उठेंगे,1
डांटे,1
सब,2
बोलना,1
जेपी,1
बोलेगा,1
भुनाया,1
पीएम,2
वो,1
वार,1
भावनाएं,1
वहीं,1
उछाला,1
जला,1
हारी,1
समझते,1
ये,2
मेरी,1
नही,1
बीच,1
घायल,1
टटोली,1
झुकाया,1
बोलूंगा,1
हटावाया,1
ठानी,1
बैठाया,2
चौ,1
जान...,2
ठग,1
लुक,1
भांजी,1
बेचो,1
आपका,1
बिका,1
थे..,1
कैफ,2
फंसे,1
आपने,1
झलकी,1
उसमें,1
फूल,1
भेजे,2
हीरोइन,1
डालिए,1
गलत,1
पीना,1
पहना,2
बंधाया,1
अलापेंगे,1
पाजी,1
साहब,1
बंद,3
पहुंचाना,1
ना,1
आसिम,1
हुए..,1
जाएगे,1
रहता,1
एम.बी,1
रणबीर,1
विजेता,1
फौज,1
वसूली,1
निकालेगी,1
मुंबई,1
आंदोलन,3
पात,1
देखती,1
दिखाते,1
भरोसा,1
उभरेंगे,1
जानकारी,1
कहलाए,1
हत्या,1
गाना..,1
दिखेगी,1
घूमेगी,1
हार,1
काटूंगा,1
देखेगा,1
अगस्त,1
किला,1
खारिज,1
युद्ध,1
सोचिए,1
आप..,1
रुको..,1
पिटी,1
हटो,1
खाइए,1
ध्यान..,1
ट्रेकिंग,1
पीएं,1
बचाएगा,1
स्टेशन,1
मंगवाएंगे,1
सुविधा,1
स्ट्राइक,1
तरफ,1
पहनी,1
बुरा,1
बचाएगी,2
मुसलमान,1
गुंडागर्दी,1
निभाऊंगा,1
पहुँचे,1
बहनों,1
तौबा,1
हम,1
सुनिए,1
हमें,1
कुर्सियां,2
पापा,1
दिखाएं,1
सावधान,1
सुनोगे...,2
नटखट,1
कबूली,1
कहानी...,2
सीएम,1
गुजरात,1
जन्मदिन,1
बिकेगी,3
गैंगरेप,1
कराये,1
घुसे,1
भरेंगे,1
सस्ती,1
ओर,1
विपक्षी,1
शिलान्यास,1
जिम्मा,1
खत्म,1
भरवाएगी,1
बताए,2
हैैं,1
भागीदारी,1
गयाहै,1
दिखाऊं,1
तिवारी,1
देखे,1
चलना,1
यूएसए,1
फेंकना,1
बदलेगी,1
चले,1
सुन,1
डन,1
भिजवाया,1
पूजा..,1
खाएं,1
मानेगी,1
भूले,1
बोल..,1
समय,1
वजूद,1
पाक,1
बिरयानी,1
बंद..,1
रहा..,1
