matra,frequency,probability
ा,1763.0,0.3164034458004307
ि,2005.0,0.3598348887293611
ी,144.0,0.025843503230437905
ु,104.0,0.01866475233309404
ू,33.0,0.0059224694903086865
े,409.0,0.07340272792534099
ै,631.0,0.11324479540559942
ो,294.0,0.052763819095477386
ौ,12.0,0.0021536252692031586
ं,48.0,0.008614501076812634
ः,129.0,0.023151471643933955
ँ,0.0,0.0
ृ,0.0,0.0
