matra,frequency,probability
ा,798.0,0.4781306171360096
ि,186.0,0.11144397843019772
ी,20.0,0.011983223487118035
ु,485.0,0.29059316956261233
ू,28.0,0.016776512881965248
े,30.0,0.017974835230677052
ै,4.0,0.002396644697423607
ो,60.0,0.035949670461354104
ौ,1.0,0.0005991611743559018
ं,14.0,0.008388256440982624
ः,2.0,0.0011983223487118035
ँ,0.0,0.0
ृ,41.0,0.02456560814859197
