matra,frequency,probability
ा,175.0,0.33206831119544594
ि,37.0,0.07020872865275142
ी,17.0,0.03225806451612903
ु,54.0,0.10246679316888045
ू,4.0,0.007590132827324478
े,52.0,0.09867172675521822
ै,3.0,0.0056925996204933585
ो,17.0,0.03225806451612903
ौ,28.0,0.05313092979127135
ं,22.0,0.04174573055028463
ः,8.0,0.015180265654648957
ँ,0.0,0.0
ृ,110.0,0.20872865275142316
